env,config,seed,episode,steps_in_episode,reward_env,success
Foundational,Shaped DQN,6,74,6,19.4,True
Foundational,Shaped DQN,6,75,6,19.4,True
Foundational,Shaped DQN,6,76,6,19.4,True
Foundational,Shaped DQN,6,77,8,19.200000000000003,True
Foundational,Shaped DQN,6,78,7,19.3,True
Foundational,Shaped DQN,6,79,7,19.3,True
Foundational,Shaped DQN,6,80,6,19.4,True
Foundational,Shaped DQN,6,81,7,19.3,True
Foundational,Shaped DQN,6,82,6,19.4,True
Foundational,Shaped DQN,6,83,6,19.4,True
Foundational,Shaped DQN,6,84,7,19.3,True
Foundational,Shaped DQN,6,85,8,19.200000000000003,True
Foundational,Shaped DQN,6,86,7,19.3,True
Foundational,Shaped DQN,6,87,6,19.4,True
Foundational,Shaped DQN,6,88,6,19.4,True
Foundational,Shaped DQN,6,89,6,19.4,True
Foundational,Shaped DQN,6,90,6,19.4,True
Foundational,Shaped DQN,6,91,6,19.4,True
Foundational,Shaped DQN,6,92,7,19.3,True
Foundational,Shaped DQN,6,93,8,19.200000000000003,True
Foundational,Shaped DQN,6,94,7,19.3,True
Foundational,Shaped DQN,6,95,6,19.4,True
Foundational,Shaped DQN,6,96,7,19.3,True
Foundational,Shaped DQN,6,97,8,19.200000000000003,True
Foundational,Shaped DQN,6,98,6,19.4,True
Foundational,Shaped DQN,6,99,6,19.4,True
Foundational,Shaped DQN,6,100,6,19.4,True
Foundational,Shaped DQN,6,101,6,19.4,True
Foundational,Shaped DQN,6,102,7,19.3,True
Foundational,Shaped DQN,6,103,8,19.200000000000003,True
Foundational,Shaped DQN,6,104,6,19.4,True
Foundational,Shaped DQN,6,105,6,19.4,True
Foundational,Shaped DQN,6,106,6,19.4,True
Foundational,Shaped DQN,6,107,7,19.3,True
Foundational,Shaped DQN,6,108,6,19.4,True
Foundational,Shaped DQN,6,109,6,19.4,True
Foundational,Shaped DQN,6,110,6,19.4,True
Foundational,Shaped DQN,6,111,6,19.4,True
Foundational,Shaped DQN,6,112,9,19.1,True
Foundational,Shaped DQN,6,113,6,19.4,True
Foundational,Shaped DQN,6,114,7,19.3,True
Foundational,Shaped DQN,6,115,6,19.4,True
Foundational,Shaped DQN,6,116,7,19.3,True
Foundational,Shaped DQN,6,117,6,19.4,True
Foundational,Shaped DQN,6,118,6,19.4,True
Foundational,Shaped DQN,6,119,7,19.3,True
Foundational,Shaped DQN,6,120,6,19.4,True
Foundational,Shaped DQN,6,121,6,19.4,True
Foundational,Shaped DQN,6,122,7,19.3,True
Foundational,Shaped DQN,6,123,6,19.4,True
Foundational,Shaped DQN,6,124,6,19.4,True
Foundational,Shaped DQN,6,125,6,19.4,True
Foundational,Shaped DQN,6,126,7,19.3,True
Foundational,Shaped DQN,6,127,7,19.3,True
Foundational,Shaped DQN,6,128,7,19.3,True
Foundational,Shaped DQN,6,129,6,19.4,True
Foundational,Shaped DQN,6,130,8,19.200000000000003,True
Foundational,Shaped DQN,6,131,6,19.4,True
Foundational,Shaped DQN,6,132,7,19.3,True
Foundational,Shaped DQN,6,133,6,19.4,True
Foundational,Shaped DQN,6,134,6,19.4,True
Foundational,Shaped DQN,6,135,6,19.4,True
Foundational,Shaped DQN,6,136,7,19.3,True
