env,config,seed,episode,steps_in_episode,reward_env,success
Foundational,Reward Machine DQN,6,143,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,144,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,145,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,146,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,147,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,148,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,149,7,19.3,True
Foundational,Reward Machine DQN,6,150,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,151,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,152,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,153,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,154,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,155,9,19.1,True
Foundational,Reward Machine DQN,6,156,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,157,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,158,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,159,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,160,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,161,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,162,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,163,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,164,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,165,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,166,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,167,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,168,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,169,11,18.900000000000006,True
Foundational,Reward Machine DQN,6,170,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,171,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,172,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,173,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,174,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,175,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,176,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,177,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,178,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,179,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,180,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,181,7,19.3,True
Foundational,Reward Machine DQN,6,182,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,183,7,19.3,True
Foundational,Reward Machine DQN,6,184,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,185,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,186,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,187,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,188,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,189,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,190,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,191,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,192,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,193,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,194,7,19.300000000000004,True
Foundational,Reward Machine DQN,6,195,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,196,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,197,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,198,8,19.200000000000003,True
Foundational,Reward Machine DQN,6,199,6,19.400000000000002,True
Foundational,Reward Machine DQN,6,200,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,1,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,2,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,3,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,4,15,-101.49999999999999,False
Foundational,Reward Machine DQN,8,5,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,6,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,7,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,8,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,9,15,-11.499999999999998,False
Foundational,Reward Machine DQN,8,10,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,11,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,12,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,13,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,14,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,15,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,16,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,17,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,18,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,19,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,20,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,21,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,22,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,23,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,24,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,25,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,26,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,27,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,28,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,29,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,30,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,31,15,8.5,False
Foundational,Reward Machine DQN,8,32,15,8.500000000000002,False
Foundational,Reward Machine DQN,8,33,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,34,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,35,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,36,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,37,15,8.500000000000002,False
Foundational,Reward Machine DQN,8,38,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,39,15,8.500000000000002,False
Foundational,Reward Machine DQN,8,40,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,41,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,42,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,43,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,44,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,45,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,46,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,47,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,48,15,8.500000000000002,False
Foundational,Reward Machine DQN,8,49,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,50,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,51,15,-1.499999999999996,False
Foundational,Reward Machine DQN,8,52,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,53,15,-1.499999999999999,False
Foundational,Reward Machine DQN,8,54,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,55,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,56,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,57,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,58,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,59,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,60,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,61,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,62,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,63,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,64,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,65,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,66,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,67,15,-1.4999999999999964,False
Foundational,Reward Machine DQN,8,68,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,69,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,70,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,71,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,72,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,73,15,-1.4999999999999951,False
Foundational,Reward Machine DQN,8,74,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,75,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,76,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,77,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,78,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,79,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,80,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,81,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,82,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,83,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,84,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,85,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,86,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,87,7,19.3,True
Foundational,Reward Machine DQN,8,88,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,89,11,18.900000000000002,True
Foundational,Reward Machine DQN,8,90,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,91,7,19.3,True
Foundational,Reward Machine DQN,8,92,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,93,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,94,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,95,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,96,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,97,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,8,98,13,18.700000000000003,True
Foundational,Reward Machine DQN,8,99,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,100,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,101,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,102,9,19.1,True
Foundational,Reward Machine DQN,8,103,7,19.3,True
Foundational,Reward Machine DQN,8,104,9,19.1,True
Foundational,Reward Machine DQN,8,105,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,106,15,8.500000000000004,False
Foundational,Reward Machine DQN,8,107,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,108,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,109,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,110,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,111,9,19.1,True
Foundational,Reward Machine DQN,8,112,7,19.3,True
Foundational,Reward Machine DQN,8,113,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,114,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,115,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,116,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,117,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,118,7,19.3,True
Foundational,Reward Machine DQN,8,119,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,120,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,121,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,122,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,123,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,124,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,125,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,126,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,127,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,128,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,129,7,19.3,True
Foundational,Reward Machine DQN,8,130,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,131,7,19.3,True
Foundational,Reward Machine DQN,8,132,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,133,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,134,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,135,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,136,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,137,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,138,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,139,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,140,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,141,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,142,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,143,10,19.0,True
Foundational,Reward Machine DQN,8,144,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,145,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,146,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,147,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,148,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,149,9,19.1,True
Foundational,Reward Machine DQN,8,150,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,151,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,152,7,19.3,True
Foundational,Reward Machine DQN,8,153,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,154,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,155,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,156,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,157,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,158,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,159,7,19.3,True
Foundational,Reward Machine DQN,8,160,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,161,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,162,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,163,7,19.3,True
Foundational,Reward Machine DQN,8,164,7,19.3,True
Foundational,Reward Machine DQN,8,165,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,166,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,167,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,168,6,19.4,True
Foundational,Reward Machine DQN,8,169,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,170,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,171,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,172,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,173,7,19.3,True
Foundational,Reward Machine DQN,8,174,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,175,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,176,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,177,15,8.500000000000002,False
Foundational,Reward Machine DQN,8,178,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,179,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,180,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,181,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,182,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,183,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,184,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,185,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,186,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,187,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,188,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,189,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,190,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,191,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,192,7,19.300000000000004,True
Foundational,Reward Machine DQN,8,193,15,8.500000000000005,False
Foundational,Reward Machine DQN,8,194,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,195,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,196,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,197,10,19.000000000000004,True
Foundational,Reward Machine DQN,8,198,8,19.200000000000003,True
Foundational,Reward Machine DQN,8,199,6,19.400000000000002,True
Foundational,Reward Machine DQN,8,200,7,19.3,True
Foundational,Reward Machine DQN,13,1,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,2,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,3,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,4,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,5,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,6,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,7,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,8,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,9,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,10,15,-11.499999999999996,False
Foundational,Reward Machine DQN,13,11,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,12,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,13,15,-11.5,False
Foundational,Reward Machine DQN,13,14,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,15,15,8.5,False
Foundational,Reward Machine DQN,13,16,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,17,15,-1.4999999999999987,False
Foundational,Reward Machine DQN,13,18,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,19,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,20,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,21,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,22,15,-1.5000000000000002,False
Foundational,Reward Machine DQN,13,23,15,-1.499999999999996,False
Foundational,Reward Machine DQN,13,24,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,25,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,26,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,27,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,28,15,8.500000000000002,False
Foundational,Reward Machine DQN,13,29,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,30,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,31,15,-1.4999999999999964,False
Foundational,Reward Machine DQN,13,32,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,33,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,34,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,35,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,36,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,37,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,38,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,39,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,40,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,41,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,42,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,43,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,44,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,45,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,46,15,-1.4999999999999982,False
Foundational,Reward Machine DQN,13,47,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,48,15,8.500000000000004,False
Foundational,Reward Machine DQN,13,49,15,8.500000000000005,False
Foundational,Reward Machine DQN,13,50,15,8.500000000000005,False
