episode,avg_reward,avg_success,avg_steps,cnt_seeds,smoothed_reward,smoothed_success,smoothed_steps
217,-25.739999999999878,0.9,17.4,10,-6.661999999999947,0.93,17.619999999999997
218,-0.2800000000000098,1.0,12.8,10,-9.056999999999947,0.9299999999999999,17.57
219,-7.8599999999999,1.0,18.6,10,-9.239999999999949,0.93,17.4
220,-16.67999999999997,1.0,16.8,10,-6.390999999999958,0.93,16.91
221,10.15999999999999,0.8,18.4,10,-5.5329999999999755,0.93,16.330000000000002
222,-16.56999999999999,0.9,15.7,10,-7.0299999999999745,0.9100000000000001,17.3
223,-0.8400000000000085,0.8,18.4,10,-6.0709999999999855,0.9199999999999999,17.71
224,1.1200000000000108,0.9,18.8,10,-5.385999999999983,0.9199999999999999,17.860000000000003
225,-2.489999999999979,1.0,14.9,10,-4.956999999999994,0.9199999999999999,17.57
226,-11.12,0.8,21.2,10,-2.2849999999999984,0.9,17.85
227,-16.14999999999999,1.0,21.5,10,-3.0349999999999975,0.9199999999999999,17.35
228,6.570000000000002,1.0,14.3,10,-0.10799999999999912,0.9200000000000002,17.080000000000002
229,-3.5699999999999994,1.0,15.7,10,-0.7929999999999952,0.93,16.93
230,10.039999999999983,0.8,19.6,10,-0.3219999999999992,0.9400000000000001,16.22
231,2.66,1.0,13.4,10,-1.5569999999999922,0.93,16.57
232,12.699999999999992,0.9,13.0,10,-0.06899999999999121,0.95,15.690000000000001
233,-7.689999999999969,0.9,16.9,10,-0.15999999999997386,0.9399999999999998,15.6
234,5.82999999999997,1.0,11.7,10,-0.7329999999999759,0.9199999999999999,16.33
235,-14.839999999999907,0.9,18.4,10,-3.550999999999965,0.9199999999999999,16.509999999999998
236,3.760000000000011,1.0,12.4,10,-5.080999999999962,0.9400000000000001,15.809999999999999
237,-17.059999999999818,0.9,20.6,10,-6.547999999999949,0.93,16.48
238,0.8399999999999815,0.8,21.6,10,-6.57099999999995,0.93,16.71
239,-31.749999999999893,1.0,17.5,10,-6.836999999999945,0.9299999999999999,17.369999999999997
240,-5.25999999999998,1.0,12.6,10,-8.575999999999933,0.93,17.76
241,-12.00999999999988,0.9,20.1,10,-8.485999999999933,0.9399999999999998,17.86
242,12.46999999999999,0.9,15.3,10,-7.521999999999936,0.9299999999999999,18.22
243,-10.34999999999992,0.9,23.5,10,-5.644999999999956,0.93,17.45
244,-11.559999999999908,1.0,15.6,10,-5.585999999999955,0.95,16.86
245,-13.939999999999898,1.0,19.4,10,-3.693999999999954,0.9400000000000001,16.94
246,13.399999999999972,0.9,16.0,10,-3.3219999999999565,0.9400000000000001,17.220000000000002
247,1.70999999999998,0.9,12.9,10,-2.8249999999999686,0.95,16.25
248,1.4299999999999904,1.0,15.7,10,-4.149999999999967,0.95,16.5
249,-12.829999999999888,0.9,18.3,10,-5.7019999999999635,0.9600000000000002,16.020000000000003
250,-1.5399999999999996,1.0,15.4,10,-6.344999999999963,0.9400000000000001,16.449999999999996
251,-7.040000000000001,1.0,10.4,10,-5.13099999999997,0.9399999999999998,16.31
252,-0.7799999999999884,0.9,17.8,10,-8.400999999999968,0.9400000000000001,17.009999999999998
253,-25.86999999999989,1.0,18.7,10,-7.854999999999964,0.9400000000000001,17.55
254,-17.989999999999906,0.8,19.9,10,-9.378999999999953,0.93,17.79
255,-1.7999999999999705,1.0,18.0,10,-10.375999999999953,0.9400000000000001,17.759999999999998
256,-19.3,0.9,23.0,10,-10.608999999999956,0.93,18.09
257,7.17000000000002,0.9,18.3,10,-12.607999999999944,0.9199999999999999,19.08
258,-13.809999999999906,0.9,18.1,10,-13.936999999999935,0.93,19.37
259,-22.79999999999989,1.0,18.0,10,-10.01099999999995,0.9199999999999999,19.11
260,-3.870000000000018,0.9,18.7,10,-8.307999999999957,0.9200000000000002,19.080000000000002
261,-27.029999999999898,0.9,20.3,10,-7.8659999999999615,0.9200000000000002,18.660000000000004
262,-14.06999999999988,1.0,20.7,10,-5.992999999999964,0.93,17.93
263,13.389999999999961,0.9,16.1,10,-6.9729999999999634,0.93,17.73
264,-0.959999999999987,0.8,19.6,10,-4.674999999999975,0.9400000000000001,17.75
265,2.6199999999999806,1.0,13.8,10,-4.055999999999975,0.9400000000000001,17.560000000000002
266,-0.5700000000000199,1.0,15.7,10,-5.048999999999971,0.9400000000000001,17.490000000000002
267,-2.6299999999999795,0.9,16.3,10,-5.103999999999975,0.9500000000000002,17.04
268,9.169999999999979,1.0,18.3,10,-4.056999999999988,0.9399999999999998,16.57
269,-16.60999999999989,1.0,16.1,10,-5.551999999999976,0.95,16.52
270,-13.79999999999998,0.9,18.0,10,-6.185999999999968,0.97,15.86
271,-27.579999999999934,1.0,15.8,10,-6.775999999999965,0.96,16.759999999999998
272,-3.600000000000007,0.9,16.0,10,-7.157999999999961,0.95,16.580000000000002
273,-1.55999999999992,1.0,15.6,10,-7.251999999999965,0.96,16.52
